Incident_ID,Timestamp,District,Zone,Incident_Type,Severity_Level,Priority_Label,Affected_Population,Casualties,Required_Resources,Response_Time_Mins,Status,Reported_By,Report_Channel,Report_Language,Weather_Condition,Has_Photo_Evidence,Has_Video_Evidence,Offline_Submission,Is_Verified,Verified_By,Volunteers_Dispatched,Tasks_Created,Tasks_Completed,Relief_Tokens_Issued,Psych_Support_Needed,Damage_Category,Estimated_Loss_LKR,Is_Monsoon_Season,Month,Hour_Of_Day,Day_Of_Week,Has_Children,Has_Elderly,Has_Disabled
INC-2025-0320,2025-11-22T21:34:10,Kandy,WET,Flood,3,HIGH,3261,58,Rescue Teams|Medical Kits,78,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,True,False,True,OFFICER-01,0,4,3,30,False,MODERATE,0,True,11,19,5,True,True,False
INC-2026-0321,2026-04-03T09:11:21,Matara,WET,High Winds/Cyclone,2,MEDIUM,343,0,Rescue Teams|Medical Kits,21,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,2,0,5,44,False,MODERATE,0,True,4,8,4,False,True,False
INC-2025-0322,2025-04-23T21:58:31,Kandy,WET,Flood,4,CRITICAL,5497,74,Rescue Teams|Medical Kits,99,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,True,False,True,OFFICER-01,9,4,4,22,False,MODERATE,0,True,4,13,2,True,False,True
INC-2026-0323,2026-08-06T00:36:47,Monaragala,WET,Forest Fire,1,LOW,56,0,Rescue Teams|Medical Kits,30,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,True,False,True,OFFICER-01,4,2,4,52,False,MODERATE,0,True,8,13,3,True,False,False
INC-2025-0324,2025-06-12T23:48:04,Polonnaruwa,WET,Drought,3,HIGH,1212,0,Rescue Teams|Medical Kits,105,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,6,4,2,33,False,MODERATE,0,True,6,2,3,True,False,False
INC-2026-0325,2026-03-23T17:26:12,Polonnaruwa,WET,Drought,3,HIGH,1138,0,Rescue Teams|Medical Kits,52,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,0,0,0,59,False,MODERATE,0,True,3,15,0,True,False,False
INC-2026-0326,2026-07-27T19:24:24,Puttalam,WET,High Winds/Cyclone,2,MEDIUM,306,0,Rescue Teams|Medical Kits,47,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,4,2,4,70,False,MODERATE,0,True,7,20,0,True,True,False
INC-2026-0327,2026-08-19T18:31:26,Colombo,WET,Medical Emergency,2,MEDIUM,10,1,Rescue Teams|Medical Kits,76,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,0,5,1,61,False,MODERATE,0,True,8,5,2,False,False,True
INC-2026-0328,2026-05-03T03:51:52,Galle,WET,High Winds/Cyclone,2,MEDIUM,167,0,Rescue Teams|Medical Kits,101,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,8,4,0,26,False,MODERATE,0,True,5,23,6,True,False,False
INC-2025-0329,2025-10-02T15:29:55,Colombo,WET,Medical Emergency,1,LOW,14,0,Rescue Teams|Medical Kits,115,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,5,5,0,34,False,MODERATE,0,True,10,5,3,True,False,False
INC-2025-0330,2025-03-09T10:01:40,Badulla,WET,Forest Fire,1,LOW,73,0,Rescue Teams|Medical Kits,26,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,8,0,3,64,False,MODERATE,0,True,3,5,6,False,True,False
INC-2025-0331,2025-05-28T17:48:09,Galle,WET,High Winds/Cyclone,2,MEDIUM,137,0,Rescue Teams|Medical Kits,31,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,0,3,3,91,False,MODERATE,0,True,5,3,2,True,False,False
INC-2025-0332,2025-03-31T23:20:21,Polonnaruwa,WET,Drought,2,MEDIUM,504,0,Rescue Teams|Medical Kits,17,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,4,5,1,41,False,MODERATE,0,True,3,1,0,False,False,False
INC-2025-0333,2025-05-30T13:18:39,Matara,WET,High Winds/Cyclone,2,MEDIUM,246,0,Rescue Teams|Medical Kits,28,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,8,2,4,40,False,MODERATE,0,True,5,8,4,True,True,False
INC-2025-0334,2025-04-20T22:48:37,Kandy,WET,Landslide,4,CRITICAL,1942,0,Rescue Teams|Medical Kits,21,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,True,False,True,OFFICER-01,6,0,0,54,False,MODERATE,0,True,4,14,6,True,False,False
INC-2025-0335,2025-05-20T00:29:05,Colombo,WET,Building Collapse,2,MEDIUM,96,0,Rescue Teams|Medical Kits,111,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,False,False,True,OFFICER-01,9,1,0,89,False,MODERATE,0,True,5,6,1,False,False,False
INC-2025-0336,2025-03-17T13:06:49,Monaragala,WET,Forest Fire,1,LOW,68,0,Rescue Teams|Medical Kits,65,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,10,2,2,58,False,MODERATE,0,True,3,4,0,False,False,False
INC-2025-0337,2025-01-24T12:09:51,Anuradhapura,WET,Drought,2,MEDIUM,633,0,Rescue Teams|Medical Kits,106,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,5,4,5,9,False,MODERATE,0,True,1,19,4,True,True,False
INC-2026-0338,2026-02-18T19:05:49,Nuwara Eliya,WET,Landslide,4,CRITICAL,1744,27,Rescue Teams|Medical Kits,70,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,5,4,5,30,False,MODERATE,0,True,2,10,2,True,False,False
INC-2026-0339,2026-05-30T15:59:15,Hambantota,WET,High Winds/Cyclone,4,CRITICAL,135,2,Rescue Teams|Medical Kits,102,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,6,2,3,82,False,MODERATE,0,True,5,14,5,True,True,True
INC-2025-0340,2025-03-12T07:39:27,Kandy,WET,Flood,4,CRITICAL,2891,0,Rescue Teams|Medical Kits,93,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,False,False,True,OFFICER-01,7,1,1,87,False,MODERATE,0,True,3,4,2,False,False,True
INC-2025-0341,2025-08-21T19:28:17,Colombo,WET,Medical Emergency,1,LOW,46,0,Rescue Teams|Medical Kits,80,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,False,False,True,OFFICER-01,2,2,0,47,False,MODERATE,0,True,8,11,3,False,False,False
INC-2025-0342,2025-01-01T15:43:13,Kandy,WET,Flood,3,HIGH,4880,46,Rescue Teams|Medical Kits,70,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,False,False,True,OFFICER-01,3,5,1,60,False,MODERATE,0,True,1,12,2,False,True,False
INC-2025-0343,2025-05-27T04:48:09,Galle,WET,High Winds/Cyclone,2,MEDIUM,192,0,Rescue Teams|Medical Kits,33,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,True,False,True,OFFICER-01,7,5,3,17,False,MODERATE,0,True,5,21,1,False,True,False
INC-2025-0344,2025-04-17T13:58:16,Rathnapura,WET,Flood,3,HIGH,2315,0,Rescue Teams|Medical Kits,72,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,5,1,1,54,False,MODERATE,0,True,4,19,3,False,False,False
INC-2026-0345,2026-03-25T21:33:16,Nuwara Eliya,WET,Flood,3,HIGH,7080,0,Rescue Teams|Medical Kits,29,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,False,False,True,OFFICER-01,7,5,0,18,False,MODERATE,0,True,3,1,2,True,False,False
INC-2026-0346,2026-08-06T23:51:59,Polonnaruwa,WET,Drought,1,LOW,1297,0,Rescue Teams|Medical Kits,84,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,False,False,True,OFFICER-01,4,4,0,43,False,MODERATE,0,True,8,20,3,True,False,False
INC-2025-0347,2025-12-31T04:20:53,Nuwara Eliya,WET,Flood,3,HIGH,6719,121,Rescue Teams|Medical Kits,53,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,9,2,0,80,False,MODERATE,0,True,12,9,2,True,False,False
INC-2026-0348,2026-03-26T01:19:51,Anuradhapura,WET,Drought,3,HIGH,846,0,Rescue Teams|Medical Kits,50,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,2,4,2,35,False,MODERATE,0,True,3,15,3,True,False,True
INC-2025-0349,2025-01-12T00:45:47,Kandy,WET,Landslide,3,HIGH,728,10,Rescue Teams|Medical Kits,19,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,True,False,True,OFFICER-01,1,1,4,19,False,MODERATE,0,True,1,22,6,True,False,False
INC-2026-0350,2026-08-08T16:29:15,Anuradhapura,WET,Drought,3,HIGH,1345,0,Rescue Teams|Medical Kits,119,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,True,False,True,OFFICER-01,0,1,3,51,False,MODERATE,0,True,8,23,5,True,False,False
INC-2025-0351,2025-08-23T01:53:25,Anuradhapura,WET,Drought,3,HIGH,1475,0,Rescue Teams|Medical Kits,51,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,6,5,2,67,False,MODERATE,0,True,8,15,5,True,True,False
INC-2025-0352,2025-03-17T15:00:08,Kandy,WET,Flood,3,HIGH,5758,46,Rescue Teams|Medical Kits,89,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,7,5,5,30,False,MODERATE,0,True,3,10,0,True,False,False
INC-2026-0353,2026-02-08T20:36:49,Matara,WET,High Winds/Cyclone,3,HIGH,272,0,Rescue Teams|Medical Kits,59,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,True,False,True,OFFICER-01,4,2,1,4,False,MODERATE,0,True,2,2,6,True,True,True
INC-2026-0354,2026-04-27T02:24:04,Nuwara Eliya,WET,Flood,3,HIGH,3753,28,Rescue Teams|Medical Kits,87,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,1,5,1,32,False,MODERATE,0,True,4,19,0,False,False,False
INC-2025-0355,2025-12-29T16:40:58,Nuwara Eliya,WET,Landslide,3,HIGH,2152,0,Rescue Teams|Medical Kits,22,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,6,2,0,33,False,MODERATE,0,True,12,10,0,False,False,False
INC-2025-0356,2025-05-19T04:50:45,Kandy,WET,Landslide,4,CRITICAL,1402,7,Rescue Teams|Medical Kits,106,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,1,0,0,9,False,MODERATE,0,True,5,13,0,False,True,False
INC-2025-0357,2025-12-13T07:50:38,Kandy,WET,Landslide,1,LOW,538,0,Rescue Teams|Medical Kits,113,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,7,3,3,93,False,MODERATE,0,True,12,22,5,False,False,False
INC-2026-0358,2026-02-24T12:43:44,Rathnapura,WET,Flood,1,LOW,1462,23,Rescue Teams|Medical Kits,26,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,8,2,0,58,False,MODERATE,0,True,2,11,1,True,False,False
INC-2026-0359,2026-05-19T03:43:43,Nuwara Eliya,WET,Landslide,1,LOW,1215,2,Rescue Teams|Medical Kits,71,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,False,False,True,OFFICER-01,3,1,0,24,False,MODERATE,0,True,5,3,1,False,True,False
INC-2026-0360,2026-07-14T00:54:28,Nuwara Eliya,WET,Flood,3,HIGH,7857,100,Rescue Teams|Medical Kits,58,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,True,False,True,OFFICER-01,0,3,0,27,False,MODERATE,0,True,7,14,1,False,False,False
INC-2025-0361,2025-12-23T00:38:34,Polonnaruwa,WET,Drought,1,LOW,1462,0,Rescue Teams|Medical Kits,20,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,10,1,0,22,False,MODERATE,0,True,12,1,1,True,False,False
INC-2025-0362,2025-08-27T17:10:59,Kandy,WET,Flood,3,HIGH,5361,0,Rescue Teams|Medical Kits,117,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,6,2,5,86,False,MODERATE,0,True,8,3,2,False,True,False
INC-2025-0363,2025-09-09T20:10:38,Colombo,WET,Building Collapse,4,CRITICAL,35,0,Rescue Teams|Medical Kits,111,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,2,5,2,70,False,MODERATE,0,True,9,1,1,True,False,False
INC-2025-0364,2025-12-07T17:14:15,Hambantota,WET,High Winds/Cyclone,4,CRITICAL,81,0,Rescue Teams|Medical Kits,26,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,10,4,2,53,False,MODERATE,0,True,12,5,6,False,False,False
INC-2026-0365,2026-06-22T18:29:41,Anuradhapura,WET,Drought,2,MEDIUM,759,0,Rescue Teams|Medical Kits,93,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,10,2,2,53,False,MODERATE,0,True,6,19,0,True,False,False
INC-2026-0366,2026-03-10T04:28:31,Nuwara Eliya,WET,Flood,3,HIGH,4930,68,Rescue Teams|Medical Kits,50,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,3,0,1,87,False,MODERATE,0,True,3,16,1,False,False,False
INC-2026-0367,2026-01-22T10:20:55,Anuradhapura,WET,Drought,2,MEDIUM,861,0,Rescue Teams|Medical Kits,20,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,0,4,1,20,False,MODERATE,0,True,1,8,3,True,True,False
INC-2026-0368,2026-01-12T18:11:59,Nuwara Eliya,WET,Flood,4,CRITICAL,7218,61,Rescue Teams|Medical Kits,27,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,True,False,True,OFFICER-01,6,1,3,28,False,MODERATE,0,True,1,21,0,True,True,False
INC-2026-0369,2026-01-01T19:53:41,Rathnapura,WET,Flood,3,HIGH,2198,0,Rescue Teams|Medical Kits,60,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,3,2,1,4,False,MODERATE,0,True,1,12,3,True,False,False
INC-2025-0370,2025-08-06T22:50:26,Kandy,WET,Flood,3,HIGH,2559,30,Rescue Teams|Medical Kits,36,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,False,False,True,OFFICER-01,8,1,0,52,False,MODERATE,0,True,8,5,2,False,True,False
INC-2026-0371,2026-01-15T23:35:55,Polonnaruwa,WET,Drought,3,HIGH,1382,0,Rescue Teams|Medical Kits,43,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,True,False,True,OFFICER-01,2,4,0,53,False,MODERATE,0,True,1,23,3,False,True,False
INC-2025-0372,2025-02-01T02:44:52,Kandy,WET,Flood,3,HIGH,3927,0,Rescue Teams|Medical Kits,16,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,True,False,True,OFFICER-01,6,1,1,45,False,MODERATE,0,True,2,3,5,True,False,False
INC-2025-0373,2025-07-05T16:26:45,Nuwara Eliya,WET,Landslide,4,CRITICAL,2126,0,Rescue Teams|Medical Kits,105,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,2,2,5,59,False,MODERATE,0,True,7,18,5,True,False,False
INC-2026-0374,2026-05-03T05:48:47,Nuwara Eliya,WET,Flood,3,HIGH,3579,43,Rescue Teams|Medical Kits,94,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,True,False,True,OFFICER-01,0,4,5,46,False,MODERATE,0,True,5,17,6,True,True,False
INC-2025-0375,2025-03-28T04:33:58,Kandy,WET,Flood,3,HIGH,3568,6,Rescue Teams|Medical Kits,98,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,9,5,1,96,False,MODERATE,0,True,3,6,4,False,False,False
INC-2025-0376,2025-09-06T21:52:42,Kegalle,WET,High Winds/Cyclone,1,LOW,480,0,Rescue Teams|Medical Kits,83,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,8,2,3,79,False,MODERATE,0,True,9,14,5,True,True,False
INC-2026-0377,2026-06-07T23:20:32,Gampaha,WET,Medical Emergency,1,LOW,14,1,Rescue Teams|Medical Kits,78,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,True,False,True,OFFICER-01,3,4,5,2,False,MODERATE,0,True,6,2,6,True,True,False
INC-2025-0378,2025-11-20T12:48:21,Nuwara Eliya,WET,Landslide,4,CRITICAL,2197,9,Rescue Teams|Medical Kits,81,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,5,3,4,43,False,MODERATE,0,True,11,2,3,True,False,False
INC-2026-0379,2026-01-13T14:27:46,Colombo,WET,Medical Emergency,1,LOW,47,0,Rescue Teams|Medical Kits,51,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,True,False,True,OFFICER-01,2,2,2,58,False,MODERATE,0,True,1,9,1,True,False,False
INC-2026-0380,2026-04-26T12:06:11,Hambantota,WET,High Winds/Cyclone,3,HIGH,70,0,Rescue Teams|Medical Kits,88,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,True,False,True,OFFICER-01,7,2,2,23,False,MODERATE,0,True,4,21,6,False,False,False
INC-2026-0381,2026-03-13T21:31:19,Matara,WET,High Winds/Cyclone,2,MEDIUM,117,0,Rescue Teams|Medical Kits,78,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,7,2,1,0,False,MODERATE,0,True,3,17,4,True,False,False
INC-2025-0382,2025-09-15T07:31:07,Polonnaruwa,WET,Drought,3,HIGH,1162,0,Rescue Teams|Medical Kits,71,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,False,False,True,OFFICER-01,1,5,3,5,False,MODERATE,0,True,9,18,0,True,False,False
INC-2026-0383,2026-06-11T14:59:29,Galle,WET,High Winds/Cyclone,2,MEDIUM,191,0,Rescue Teams|Medical Kits,115,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,True,False,True,OFFICER-01,3,0,0,68,False,MODERATE,0,True,6,1,3,False,False,True
INC-2026-0384,2026-06-10T21:22:34,Monaragala,WET,Forest Fire,3,HIGH,21,0,Rescue Teams|Medical Kits,62,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,False,False,True,OFFICER-01,5,0,2,44,False,MODERATE,0,True,6,1,2,True,False,False
INC-2025-0385,2025-08-28T07:07:37,Gampaha,WET,Medical Emergency,1,LOW,38,0,Rescue Teams|Medical Kits,69,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,6,1,4,76,False,MODERATE,0,True,8,14,3,False,False,False
INC-2025-0386,2025-04-22T13:37:49,Rathnapura,WET,Flood,3,HIGH,1425,0,Rescue Teams|Medical Kits,49,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,True,False,True,OFFICER-01,2,4,3,90,False,MODERATE,0,True,4,18,1,True,True,False
INC-2025-0387,2025-06-04T18:25:48,Galle,WET,High Winds/Cyclone,1,LOW,97,0,Rescue Teams|Medical Kits,18,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,2,2,2,81,False,MODERATE,0,True,6,18,2,True,False,False
INC-2025-0388,2025-04-07T10:49:32,Anuradhapura,WET,Drought,3,HIGH,1839,0,Rescue Teams|Medical Kits,23,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,True,False,True,OFFICER-01,5,4,3,72,False,MODERATE,0,True,4,0,0,True,False,False
INC-2025-0389,2025-07-20T07:49:10,Badulla,WET,Forest Fire,3,HIGH,90,0,Rescue Teams|Medical Kits,74,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,True,False,True,OFFICER-01,2,2,1,6,False,MODERATE,0,True,7,0,6,False,True,False
INC-2025-0390,2025-10-08T12:34:28,Kandy,WET,Landslide,4,CRITICAL,1359,12,Rescue Teams|Medical Kits,84,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,True,False,True,OFFICER-01,5,5,2,34,False,MODERATE,0,True,10,20,2,True,False,False
INC-2025-0391,2025-03-16T10:27:51,Gampaha,WET,Medical Emergency,1,LOW,44,0,Rescue Teams|Medical Kits,42,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,8,1,1,71,False,MODERATE,0,True,3,15,6,True,False,False
INC-2026-0392,2026-02-18T06:58:54,Polonnaruwa,WET,Drought,3,HIGH,1229,0,Rescue Teams|Medical Kits,61,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,7,4,4,97,False,MODERATE,0,True,2,4,2,True,False,True
INC-2025-0393,2025-05-14T18:10:26,Colombo,WET,Medical Emergency,1,LOW,29,1,Rescue Teams|Medical Kits,112,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,1,0,3,96,False,MODERATE,0,True,5,4,2,False,True,False
INC-2025-0394,2025-02-03T00:34:23,Badulla,WET,Forest Fire,1,LOW,35,1,Rescue Teams|Medical Kits,41,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,False,False,True,OFFICER-01,3,1,5,44,False,MODERATE,0,True,2,0,0,False,True,False
INC-2025-0395,2025-03-12T12:14:56,Nuwara Eliya,WET,Flood,3,HIGH,4192,0,Rescue Teams|Medical Kits,23,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,9,0,4,27,False,MODERATE,0,True,3,16,2,False,True,False
INC-2025-0396,2025-08-07T22:11:29,Matara,WET,High Winds/Cyclone,2,MEDIUM,187,0,Rescue Teams|Medical Kits,38,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,False,False,True,OFFICER-01,10,0,1,45,False,MODERATE,0,True,8,16,3,False,True,False
INC-2025-0397,2025-11-26T09:38:42,Colombo,WET,Building Collapse,3,HIGH,47,1,Rescue Teams|Medical Kits,78,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,6,2,3,76,False,MODERATE,0,True,11,11,2,True,True,False
INC-2026-0398,2026-06-18T15:28:33,Nuwara Eliya,WET,Landslide,1,LOW,1709,27,Rescue Teams|Medical Kits,77,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,False,False,True,OFFICER-01,1,3,3,66,False,MODERATE,0,True,6,15,3,True,True,False
INC-2025-0399,2025-04-03T14:22:54,Rathnapura,WET,Flood,3,HIGH,1293,0,Rescue Teams|Medical Kits,91,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,1,1,3,92,False,MODERATE,0,True,4,5,3,False,False,False
INC-2025-0400,2025-08-05T07:57:28,Anuradhapura,WET,Drought,2,MEDIUM,1961,0,Rescue Teams|Medical Kits,77,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,4,1,3,13,False,MODERATE,0,True,8,11,1,False,False,False
INC-2025-0401,2025-07-14T17:11:51,Puttalam,WET,High Winds/Cyclone,2,MEDIUM,450,0,Rescue Teams|Medical Kits,92,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,True,False,True,OFFICER-01,5,1,2,79,False,MODERATE,0,True,7,2,0,True,True,True
INC-2026-0402,2026-08-14T10:37:22,Puttalam,WET,High Winds/Cyclone,2,MEDIUM,239,0,Rescue Teams|Medical Kits,84,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,True,False,True,OFFICER-01,0,0,3,15,False,MODERATE,0,True,8,15,4,True,False,False
INC-2025-0403,2025-12-16T14:45:41,Colombo,WET,Building Collapse,2,MEDIUM,60,0,Rescue Teams|Medical Kits,54,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,True,False,True,OFFICER-01,6,3,0,72,False,MODERATE,0,True,12,9,1,True,False,False
INC-2026-0404,2026-05-28T16:45:24,Anuradhapura,WET,Drought,3,HIGH,1634,0,Rescue Teams|Medical Kits,101,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,4,2,0,3,False,MODERATE,0,True,5,12,3,True,False,False
INC-2025-0405,2025-04-10T13:47:06,Kandy,WET,Flood,3,HIGH,5428,104,Rescue Teams|Medical Kits,22,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,3,1,1,82,False,MODERATE,0,True,4,3,3,True,False,False
INC-2026-0406,2026-04-06T05:35:27,Nuwara Eliya,WET,Landslide,3,HIGH,973,0,Rescue Teams|Medical Kits,68,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,0,5,3,75,False,MODERATE,0,True,4,1,0,True,True,False
INC-2025-0407,2025-09-03T20:15:17,Nuwara Eliya,WET,Flood,3,HIGH,6094,42,Rescue Teams|Medical Kits,53,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,False,False,True,OFFICER-01,6,1,3,81,False,MODERATE,0,True,9,16,2,True,False,False
INC-2026-0408,2026-02-21T04:40:12,Rathnapura,WET,Flood,3,HIGH,1438,2,Rescue Teams|Medical Kits,49,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,9,4,3,54,False,MODERATE,0,True,2,2,5,True,True,False
INC-2025-0409,2025-09-27T18:26:54,Matara,WET,High Winds/Cyclone,1,LOW,139,0,Rescue Teams|Medical Kits,100,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,True,False,True,OFFICER-01,2,0,5,90,False,MODERATE,0,True,9,6,5,False,False,False
INC-2025-0410,2025-05-25T21:20:16,Polonnaruwa,WET,Drought,2,MEDIUM,1090,0,Rescue Teams|Medical Kits,70,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,10,0,4,25,False,MODERATE,0,True,5,20,6,False,False,False
