Incident_ID,Timestamp,District,Province,Zone,Latitude,Longitude,Incident_Type,Severity_Level,Priority_Label,Affected_Population,Displaced_Population,Casualties,Missing_Persons,Required_Resources,Response_Time_Mins,Status,Reported_By,Report_Channel,Report_Language,Weather_Condition,Has_Photo_Evidence,Has_Video_Evidence,Offline_Submission,Is_Verified,Verified_By,Volunteers_Dispatched,Tasks_Created,Tasks_Completed,Relief_Tokens_Issued,Psych_Support_Needed,Damage_Category,Estimated_Loss_LKR,Is_Monsoon_Season,Month,Hour_Of_Day,Day_Of_Week
INC-2020-0522,2020-10-23T20:01:13.000Z,Ratnapura,Sabaragamuwa,WET,6.710137,80.55962,Flood,1,LOW,1907,0,0,0,Water Pumps|Boats|Tarpaulins,243,RESOLVED,VOLUNTEER,MOBILE_APP,TAMIL,STORMY,False,False,False,False,,0,0,0,0,False,NONE,0,False,10,20,4
INC-2020-0381,2020-10-26T19:49:47.000Z,Galle,Southern,WET,6.176029,80.16162,Flood,1,LOW,999,0,0,0,Rescue Teams|Dry Rations,285,RESOLVED,CITIZEN,WEB_DASHBOARD,SINHALA,STORMY,True,False,False,False,,0,0,0,0,False,NONE,0,False,10,19,0
INC-2020-0572,2020-10-29T18:06:17.000Z,Anuradhapura,NorthCentral,DRY,8.398283,80.275063,Flood,1,LOW,4180,0,0,0,Water Pumps|Medical Kits,184,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,FOG,True,True,False,False,,0,0,0,0,False,INFRASTRUCTURE,0,False,10,18,3
INC-2020-0251,2020-10-30T14:18:03.000Z,Mannar,Northern,EAST_NORTH,8.901807,80.029758,Flood,2,MEDIUM,2363,0,0,0,Dry Rations,124,RESOLVED,VOLUNTEER,WEB_DASHBOARD,TAMIL,STORMY,False,False,True,False,,0,0,0,0,False,RESIDENTIAL,1639802,False,10,14,4
INC-2020-0013,2020-10-31T04:36:14.000Z,Kegalle,Sabaragamuwa,WET,7.350808,80.490699,Flood,2,MEDIUM,118,0,1,0,Rescue Teams|Medical Kits,80,RESOLVED,VOLUNTEER,SMS,TAMIL,FOG,False,False,True,True,LOCAL_AUTHORITY,2,2,1,0,False,NONE,0,False,10,4,5
INC-2020-0772,2020-11-02T21:35:52.000Z,Trincomalee,Eastern,EAST_NORTH,8.427286,81.196441,Medical Emergency,2,MEDIUM,2345,0,0,0,Medical Kits|Blood Supplies|Rescue Teams|Ambulances,207,RESOLVED,MEDIA,MOBILE_APP,ENGLISH,PARTLY_CLOUDY,True,False,False,True,GRAMA_NILADHARI,3,1,1,0,False,NONE,0,True,11,21,0
INC-2020-0841,2020-11-03T17:28:50.000Z,Batticaloa,Eastern,EAST_NORTH,7.76591,81.688109,Forest Fire,1,LOW,93,0,0,0,Helicopters,204,RESOLVED,SENSOR,MOBILE_APP,SINHALA,RAINY,False,True,False,True,GRAMA_NILADHARI,0,0,0,0,False,AGRICULTURAL,0,True,11,17,1
INC-2020-0254,2020-11-07T13:18:57.000Z,NuwaraEliya,Central,HILL,6.880112,80.701531,Forest Fire,2,MEDIUM,415,0,0,0,Helicopters,262,RESOLVED,CITIZEN,WEB_DASHBOARD,TAMIL,FOG,False,False,False,True,LOCAL_AUTHORITY,0,0,0,0,False,AGRICULTURAL,9710302,True,11,13,5
INC-2020-0873,2020-11-08T17:44:29.000Z,Ampara,Eastern,EAST_NORTH,7.418478,81.503396,Flood,1,LOW,689,0,0,0,Medical Kits|Boats|Rescue Teams|Water Pumps,217,RESOLVED,CITIZEN,WEB_DASHBOARD,SINHALA,FOG,True,False,False,True,DMC_OFFICER,0,0,0,0,False,RESIDENTIAL,0,True,11,17,6
INC-2020-1238,2020-11-09T00:56:57.000Z,Vavuniya,Northern,EAST_NORTH,8.654523,80.348299,Building Collapse,3,HIGH,2552,1204,0,0,Rescue Teams|Search Dogs|Ambulances,73,IN_PROGRESS,CITIZEN,MOBILE_APP,TAMIL,PARTLY_CLOUDY,True,False,False,True,LOCAL_AUTHORITY,1,2,2,200,True,AGRICULTURAL,930270,True,11,0,0
INC-2020-0983,2020-11-09T04:56:30.000Z,Kilinochchi,Northern,EAST_NORTH,9.439821,80.397174,Building Collapse,2,MEDIUM,11,0,0,0,Rescue Teams,77,RESOLVED,DMC_OFFICER,MOBILE_APP,SINHALA,PARTLY_CLOUDY,False,False,False,False,,1,1,1,0,False,INFRASTRUCTURE,3816915,True,11,4,0
INC-2020-1195,2020-11-10T14:38:29.000Z,Batticaloa,Eastern,EAST_NORTH,7.67383,81.786956,Medical Emergency,2,MEDIUM,1215,0,0,0,Medical Kits,65,RESOLVED,DMC_OFFICER,MOBILE_APP,TAMIL,STORMY,False,False,False,True,VOLUNTEER,3,4,3,0,True,AGRICULTURAL,115771,True,11,14,1
INC-2020-0386,2020-11-12T00:57:12.000Z,Polonnaruwa,NorthCentral,DRY,8.156971,81.050617,Building Collapse,1,LOW,311,0,0,0,Search Dogs|Rescue Teams|Excavators,115,RESOLVED,VOLUNTEER,WEB_DASHBOARD,SINHALA,OVERCAST,False,False,False,False,,0,0,0,0,False,NONE,0,True,11,0,3
INC-2020-0486,2020-11-12T07:46:16.000Z,Kalutara,Western,WET,6.637378,80.176667,Flood,1,LOW,682,0,0,0,Dry Rations|Boats,147,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,STORMY,False,False,False,False,,0,0,0,0,False,INFRASTRUCTURE,0,True,11,7,3
INC-2020-1016,2020-11-13T13:18:21.000Z,Kurunegala,NorthWestern,DRY,7.447942,80.473367,Flood,1,LOW,388,0,0,0,Tarpaulins|Medical Kits,360,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,STORMY,True,True,False,False,,0,0,0,0,False,INFRASTRUCTURE,0,True,11,13,4
INC-2020-0959,2020-11-21T21:58:45.000Z,NuwaraEliya,Central,HILL,6.880987,80.645102,Forest Fire,1,LOW,905,0,0,0,Water Tankers,225,RESOLVED,CITIZEN,WEB_DASHBOARD,ENGLISH,SUNNY,False,False,False,True,LOCAL_AUTHORITY,0,0,0,0,False,NONE,0,True,11,21,5
INC-2020-0438,2020-11-22T22:17:17.000Z,Kurunegala,NorthWestern,DRY,7.574711,80.429137,Flood,2,MEDIUM,1928,0,0,0,Medical Kits|Boats|Rescue Teams,105,RESOLVED,CITIZEN,SMS,SINHALA,FOG,False,False,True,False,,3,2,1,0,False,NONE,0,True,11,22,6
INC-2020-1214,2020-11-24T14:41:09.000Z,Puttalam,NorthWestern,DRY,8.066966,79.927868,Flood,1,LOW,1277,0,0,0,Rescue Teams,263,RESOLVED,VOLUNTEER,SMS,SINHALA,OVERCAST,False,False,False,True,LOCAL_AUTHORITY,0,0,0,0,False,NONE,0,True,11,14,1
INC-2020-0485,2020-11-24T23:22:53.000Z,Anuradhapura,NorthCentral,DRY,8.169449,80.360856,Flood,2,MEDIUM,5413,0,0,0,Boats|Medical Kits|Rescue Teams,71,RESOLVED,DMC_OFFICER,FIELD_REPORT,TAMIL,PARTLY_CLOUDY,True,False,False,True,GRAMA_NILADHARI,1,2,1,0,False,MIXED,662470,True,11,23,1
INC-2020-0133,2020-11-28T11:43:22.000Z,Kurunegala,NorthWestern,DRY,7.557316,80.196388,Flood,2,MEDIUM,1794,0,0,0,Dry Rations|Tarpaulins|Medical Kits,86,RESOLVED,CITIZEN,WEB_DASHBOARD,TAMIL,FOG,False,False,False,False,,2,3,0,0,False,RESIDENTIAL,1770894,True,11,11,5
INC-2020-0529,2020-11-28T22:43:53.000Z,Kilinochchi,Northern,EAST_NORTH,9.255847,80.30636,High Winds/Cyclone,2,MEDIUM,436,0,6,0,Generators,129,RESOLVED,DMC_OFFICER,MOBILE_APP,SINHALA,PARTLY_CLOUDY,True,False,False,True,LOCAL_AUTHORITY,0,0,0,0,False,INFRASTRUCTURE,19408,True,11,22,5
INC-2020-0831,2020-11-30T22:12:55.000Z,Polonnaruwa,NorthCentral,DRY,8.166337,81.208481,High Winds/Cyclone,1,LOW,119,0,0,0,Emergency Shelters|Generators|Medical Kits,122,RESOLVED,DMC_OFFICER,SMS,SINHALA,FOG,False,False,False,True,GRAMA_NILADHARI,0,0,0,0,False,AGRICULTURAL,0,True,11,22,0
INC-2020-0686,2020-12-01T02:16:30.000Z,Batticaloa,Eastern,EAST_NORTH,7.832222,81.786195,Flood,2,MEDIUM,249,0,0,0,Water Pumps|Boats|Rescue Teams|Dry Rations,206,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,FOG,True,False,False,False,,1,1,1,0,False,RESIDENTIAL,399043,True,12,2,1
INC-2020-0497,2020-12-05T12:03:54.000Z,Mullaitivu,Northern,EAST_NORTH,9.333007,80.603318,Flash Flood,2,MEDIUM,807,0,0,0,Medical Kits|Rescue Teams,100,CLOSED,VOLUNTEER,MOBILE_APP,SINHALA,STORMY,True,False,False,False,,0,0,0,0,False,MIXED,5361674,True,12,12,5
INC-2020-0329,2020-12-06T19:41:57.000Z,Jaffna,Northern,EAST_NORTH,9.759704,80.047048,Flash Flood,2,MEDIUM,9726,0,0,0,Medical Kits|Water Pumps|Rescue Teams|Dry Rations,121,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,FOG,True,True,False,False,,2,2,0,0,False,AGRICULTURAL,1821535,True,12,19,6
INC-2020-1085,2020-12-06T20:17:25.000Z,Kilinochchi,Northern,EAST_NORTH,9.492181,80.486968,Flood,1,LOW,379,0,0,0,Tarpaulins|Boats,523,RESOLVED,CITIZEN,FIELD_REPORT,ENGLISH,STORMY,False,False,False,False,,0,0,0,0,False,INFRASTRUCTURE,0,True,12,20,6
INC-2020-1465,2020-12-08T12:36:54.000Z,Vavuniya,Northern,EAST_NORTH,8.860603,80.497023,Flood,2,MEDIUM,8809,0,0,0,Rescue Teams,95,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,PARTLY_CLOUDY,True,False,False,False,,0,0,0,0,False,INFRASTRUCTURE,491469,True,12,12,1
INC-2020-0531,2020-12-09T19:49:42.000Z,Mullaitivu,Northern,EAST_NORTH,9.112077,80.618364,High Winds/Cyclone,1,LOW,424,0,0,0,Rescue Teams|Emergency Shelters|Dry Rations,164,RESOLVED,SENSOR,MOBILE_APP,SINHALA,STORMY,True,False,False,True,LOCAL_AUTHORITY,0,0,0,0,False,AGRICULTURAL,0,True,12,19,2
INC-2020-0008,2020-12-12T13:55:58.000Z,Hambantota,Southern,DRY,6.047447,81.000974,Flash Flood,2,MEDIUM,65,0,0,0,Dry Rations|Rescue Teams|Medical Kits,27,CLOSED,SENSOR,SMS,ENGLISH,RAINY,False,False,False,False,,1,2,0,0,False,NONE,0,True,12,13,5
INC-2020-0932,2020-12-14T00:24:57.000Z,Jaffna,Northern,EAST_NORTH,9.751279,80.104774,Flood,2,MEDIUM,9417,0,0,0,Rescue Teams,95,RESOLVED,VOLUNTEER,MOBILE_APP,ENGLISH,OVERCAST,True,False,False,False,,0,0,0,0,False,MIXED,338673,True,12,0,0
INC-2020-1171,2020-12-17T01:47:05.000Z,Trincomalee,Eastern,EAST_NORTH,8.461213,81.111708,Flash Flood,2,MEDIUM,1496,0,0,0,Boats,213,RESOLVED,CITIZEN,WEB_DASHBOARD,SINHALA,RAINY,False,False,False,True,GRAMA_NILADHARI,3,4,2,0,False,MIXED,1502658,True,12,1,3
INC-2020-0332,2020-12-17T14:08:48.000Z,Kandy,Central,HILL,7.388521,80.524019,Landslide,1,LOW,1714,0,0,0,Search Dogs|Dry Rations|Excavators,577,RESOLVED,CITIZEN,FIELD_REPORT,SINHALA,PARTLY_CLOUDY,False,False,False,False,,0,0,0,0,False,NONE,0,True,12,14,3
INC-2020-0574,2020-12-18T06:13:31.000Z,NuwaraEliya,Central,HILL,6.891765,80.711936,Landslide,1,LOW,9290,0,0,0,Dry Rations|Search Dogs,189,RESOLVED,SENSOR,MOBILE_APP,TAMIL,OVERCAST,False,False,False,True,GRAMA_NILADHARI,0,0,0,0,False,RESIDENTIAL,0,True,12,6,4
INC-2020-0221,2020-12-20T06:11:53.000Z,Hambantota,Southern,DRY,6.000659,81.106542,High Winds/Cyclone,1,LOW,390,0,2,0,Medical Kits|Dry Rations|Generators,187,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,OVERCAST,False,False,False,False,,0,0,0,0,False,INFRASTRUCTURE,0,True,12,6,6
INC-2020-0146,2020-12-26T14:45:24.000Z,Kalutara,Western,WET,6.619045,80.004499,Landslide,1,LOW,95,0,0,0,Search Dogs|Rescue Teams|Ambulances,122,RESOLVED,VOLUNTEER,WEB_DASHBOARD,SINHALA,PARTLY_CLOUDY,True,False,False,True,GRAMA_NILADHARI,0,0,0,0,False,RESIDENTIAL,0,True,12,14,5
INC-2020-0936,2020-12-27T23:48:45.000Z,Puttalam,NorthWestern,DRY,7.970606,80.138615,Landslide,2,MEDIUM,1227,0,0,0,Rescue Teams,77,CLOSED,VOLUNTEER,FIELD_REPORT,ENGLISH,STORMY,True,False,False,True,GRAMA_NILADHARI,0,0,0,0,False,MIXED,6754574,True,12,23,6
INC-2020-0668,2020-12-31T07:38:41.000Z,Mannar,Northern,EAST_NORTH,8.917689,80.076591,Medical Emergency,2,MEDIUM,141,0,0,0,Rescue Teams|Blood Supplies|Medical Kits,245,RESOLVED,CITIZEN,PHONE_CALL,TAMIL,STORMY,True,False,False,False,,2,3,2,0,False,AGRICULTURAL,7780038,True,12,7,3
INC-2020-0206,2020-12-31T22:25:23.000Z,Ratnapura,Sabaragamuwa,WET,6.759918,80.475072,Landslide,2,MEDIUM,18581,0,0,0,Search Dogs,54,CLOSED,VOLUNTEER,MOBILE_APP,SINHALA,STORMY,True,False,False,True,GRAMA_NILADHARI,1,1,0,0,False,NONE,0,True,12,22,3
INC-2021-1265,2021-01-01T05:14:36.000Z,Matara,Southern,WET,5.866663,80.660887,Flood,1,LOW,437,0,0,0,Water Pumps|Medical Kits|Boats,143,RESOLVED,CITIZEN,WEB_DASHBOARD,TAMIL,PARTLY_CLOUDY,False,False,False,True,VOLUNTEER,0,0,0,0,False,AGRICULTURAL,0,False,1,5,4
INC-2021-1220,2021-01-05T01:33:22.000Z,Badulla,Uva,HILL,6.800795,81.173894,Drought,2,MEDIUM,1084,0,0,0,Livestock Feed,164,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,SUNNY,False,True,False,False,,1,2,2,0,False,NONE,0,False,1,1,1
INC-2021-1141,2021-01-05T10:07:15.000Z,Kurunegala,NorthWestern,DRY,7.689803,80.116785,Drought,2,MEDIUM,2166,0,0,0,Livestock Feed|Medical Kits|Water Tankers,35,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,PARTLY_CLOUDY,False,False,False,True,LOCAL_AUTHORITY,2,3,0,0,False,AGRICULTURAL,6178108,False,1,10,1
INC-2021-1210,2021-01-07T16:08:32.000Z,Jaffna,Northern,EAST_NORTH,9.594864,80.18441,Flood,3,HIGH,2982,681,3,0,Tarpaulins|Medical Kits|Boats,31,PENDING,CITIZEN,FIELD_REPORT,ENGLISH,FOG,True,False,False,False,,8,1,1,170,False,AGRICULTURAL,1025528,False,1,16,3
INC-2021-0970,2021-01-07T18:11:29.000Z,Vavuniya,Northern,EAST_NORTH,8.86816,80.547299,Forest Fire,2,MEDIUM,3276,0,0,0,Fire Trucks,50,CLOSED,DMC_OFFICER,SMS,SINHALA,RAINY,False,False,False,False,,2,3,1,0,False,RESIDENTIAL,5554244,False,1,18,3
INC-2021-1483,2021-01-08T18:55:43.000Z,Kegalle,Sabaragamuwa,WET,7.274769,80.342421,Flood,1,LOW,973,0,0,0,Dry Rations|Water Pumps|Medical Kits|Rescue Teams,86,RESOLVED,CITIZEN,PHONE_CALL,SINHALA,RAINY,False,False,False,False,,0,0,0,0,False,MIXED,0,False,1,18,4
INC-2021-1341,2021-01-10T05:40:57.000Z,Kalutara,Western,WET,6.578573,80.004358,Flood,1,LOW,626,0,0,0,Water Pumps|Rescue Teams|Dry Rations,246,CLOSED,CITIZEN,SMS,TAMIL,PARTLY_CLOUDY,False,False,False,True,VOLUNTEER,0,0,0,0,False,INFRASTRUCTURE,0,False,1,5,6
INC-2021-0839,2021-01-10T23:13:30.000Z,Matara,Southern,WET,5.856037,80.478607,Forest Fire,1,LOW,328,0,1,3,Water Tankers|Rescue Teams|Helicopters,193,RESOLVED,DMC_OFFICER,MOBILE_APP,ENGLISH,OVERCAST,False,True,False,False,,0,0,0,0,False,AGRICULTURAL,0,False,1,23,6
INC-2021-0027,2021-01-12T01:09:11.000Z,Kegalle,Sabaragamuwa,WET,7.340425,80.400273,Flash Flood,2,MEDIUM,508,0,0,0,Water Pumps|Dry Rations|Medical Kits,55,RESOLVED,DMC_OFFICER,WEB_DASHBOARD,SINHALA,PARTLY_CLOUDY,True,False,False,False,,2,3,3,0,False,INFRASTRUCTURE,216543,False,1,1,1
INC-2021-0886,2021-01-12T07:17:18.000Z,Mullaitivu,Northern,EAST_NORTH,9.100998,80.571865,Drought,1,LOW,2884,0,0,0,Dry Rations|Water Tankers|Livestock Feed,94,RESOLVED,SENSOR,MOBILE_APP,ENGLISH,FOG,True,False,False,False,,0,0,0,0,False,NONE,0,False,1,7,1
INC-2021-0312,2021-01-14T02:42:41.000Z,Matale,Central,HILL,7.482326,80.658116,Drought,1,LOW,3946,0,0,0,Dry Rations|Medical Kits,145,RESOLVED,DMC_OFFICER,SMS,SINHALA,FOG,False,False,False,True,DMC_OFFICER,0,0,0,0,False,INFRASTRUCTURE,0,False,1,2,3
INC-2021-0211,2021-01-18T23:54:57.000Z,Polonnaruwa,NorthCentral,DRY,7.989759,81.045938,Flash Flood,2,MEDIUM,207,0,0,0,Medical Kits,52,RESOLVED,DMC_OFFICER,MOBILE_APP,SINHALA,RAINY,True,False,False,False,,3,1,0,0,False,RESIDENTIAL,599301,False,1,23,0
INC-2021-0488,2021-01-20T10:17:53.000Z,Puttalam,NorthWestern,DRY,8.095165,80.102898,Building Collapse,3,HIGH,1452,347,0,0,Excavators,81,RESOLVED,LOCAL_AUTHORITY,MOBILE_APP,SINHALA,OVERCAST,True,False,False,True,VOLUNTEER,8,6,1,115,False,MIXED,4601858,False,1,10,2
INC-2021-1197,2021-01-21T14:53:54.000Z,Colombo,Western,WET,6.904686,79.863537,Flood,2,MEDIUM,317,0,1,0,Boats|Dry Rations,241,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,FOG,True,False,False,False,,0,0,0,0,False,INFRASTRUCTURE,2570958,False,1,14,3
INC-2021-0576,2021-01-21T14:57:39.000Z,Galle,Southern,WET,6.138125,80.239184,Flood,1,LOW,499,0,0,0,Boats|Dry Rations|Rescue Teams|Water Pumps,173,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,PARTLY_CLOUDY,False,False,False,False,,0,0,0,0,False,AGRICULTURAL,0,False,1,14,3
INC-2021-0452,2021-01-22T15:04:04.000Z,Kegalle,Sabaragamuwa,WET,7.380874,80.333373,Flood,2,MEDIUM,1231,0,0,0,Tarpaulins|Boats,55,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,FOG,False,False,False,False,,2,3,1,0,False,MIXED,1199484,False,1,15,4
INC-2021-1191,2021-01-25T09:09:34.000Z,Jaffna,Northern,EAST_NORTH,9.795428,80.061475,High Winds/Cyclone,2,MEDIUM,1801,0,0,0,Dry Rations|Rescue Teams|Generators,80,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,OVERCAST,True,True,False,False,,0,0,0,0,False,RESIDENTIAL,484742,False,1,9,0
INC-2021-0594,2021-01-27T08:46:07.000Z,Colombo,Western,WET,6.908413,79.935015,Flash Flood,2,MEDIUM,91,0,2,2,Water Pumps|Boats|Medical Kits|Dry Rations,102,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,STORMY,False,False,False,False,,1,1,1,0,False,RESIDENTIAL,441300,False,1,8,2
INC-2021-1314,2021-01-30T02:42:55.000Z,Kegalle,Sabaragamuwa,WET,7.22097,80.339078,Flash Flood,3,HIGH,1100,137,3,4,Medical Kits|Boats|Water Pumps|Rescue Teams,59,RESOLVED,VOLUNTEER,SMS,SINHALA,RAINY,False,False,False,False,,3,2,2,27,True,NONE,0,False,1,2,5
INC-2021-0843,2021-01-30T14:08:27.000Z,Ratnapura,Sabaragamuwa,WET,6.784816,80.452864,Flash Flood,1,LOW,425,0,0,0,Rescue Teams|Dry Rations|Medical Kits|Water Pumps,184,RESOLVED,VOLUNTEER,SMS,SINHALA,STORMY,True,False,False,False,,0,0,0,0,False,AGRICULTURAL,0,False,1,14,5
INC-2021-0458,2021-01-31T05:45:29.000Z,Kandy,Central,HILL,7.340716,80.516437,Drought,2,MEDIUM,1470,0,0,0,Water Tankers|Livestock Feed|Medical Kits|Dry Rations,102,RESOLVED,LOCAL_AUTHORITY,MOBILE_APP,SINHALA,OVERCAST,True,True,False,True,GRAMA_NILADHARI,3,4,3,0,False,NONE,0,False,1,5,6
INC-2021-0030,2021-01-31T12:37:04.000Z,Puttalam,NorthWestern,DRY,8.013649,80.162772,Flash Flood,2,MEDIUM,397,0,0,0,Boats,107,RESOLVED,LOCAL_AUTHORITY,PHONE_CALL,TAMIL,STORMY,True,False,True,True,VOLUNTEER,3,3,2,0,False,MIXED,71648,False,1,12,6
INC-2021-0474,2021-02-02T18:08:41.000Z,Ampara,Eastern,EAST_NORTH,7.395122,81.69992,Medical Emergency,2,MEDIUM,1735,0,0,0,Rescue Teams|Ambulances|Medical Kits,199,RESOLVED,CITIZEN,WEB_DASHBOARD,TAMIL,OVERCAST,False,False,False,True,GRAMA_NILADHARI,0,0,0,0,False,AGRICULTURAL,282519,False,2,18,1
INC-2021-1233,2021-02-07T23:08:39.000Z,Badulla,Uva,HILL,6.822977,81.277979,Flood,2,MEDIUM,5862,0,0,0,Medical Kits|Water Pumps|Tarpaulins|Dry Rations,122,CLOSED,CITIZEN,MOBILE_APP,SINHALA,PARTLY_CLOUDY,True,False,False,False,,1,1,0,0,False,RESIDENTIAL,668816,False,2,23,6
INC-2021-0537,2021-02-08T20:28:31.000Z,Ampara,Eastern,EAST_NORTH,7.396517,81.644554,Drought,2,MEDIUM,482,0,0,0,Dry Rations|Medical Kits|Livestock Feed,81,RESOLVED,VOLUNTEER,WEB_DASHBOARD,SINHALA,PARTLY_CLOUDY,False,False,False,False,,0,0,0,0,True,AGRICULTURAL,1731195,False,2,20,0
INC-2021-1312,2021-02-13T16:07:55.000Z,Badulla,Uva,HILL,6.888093,81.11263,High Winds/Cyclone,2,MEDIUM,2676,0,0,0,Dry Rations|Rescue Teams,79,RESOLVED,VOLUNTEER,SMS,ENGLISH,STORMY,False,False,False,False,,3,3,2,0,False,AGRICULTURAL,1403693,False,2,16,5
INC-2021-0542,2021-02-17T03:03:57.000Z,Mullaitivu,Northern,EAST_NORTH,9.292724,80.574702,Earthquake,3,HIGH,1403,347,1,0,Ambulances|Search Dogs,66,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,STORMY,True,False,False,True,DMC_OFFICER,3,4,4,115,False,RESIDENTIAL,2125602,False,2,3,2
INC-2021-0786,2021-02-17T13:44:58.000Z,Gampaha,Western,WET,7.041183,79.943392,Flash Flood,3,HIGH,1157,239,0,0,Dry Rations|Rescue Teams,36,ASSIGNED,CITIZEN,MOBILE_APP,SINHALA,STORMY,False,False,False,True,LOCAL_AUTHORITY,6,6,2,59,False,NONE,0,False,2,13,2
INC-2021-0103,2021-02-20T02:54:46.000Z,Hambantota,Southern,DRY,6.218252,81.229157,Flash Flood,3,HIGH,13127,3898,0,0,Boats|Water Pumps|Dry Rations,31,RESOLVED,VOLUNTEER,MOBILE_APP,SINHALA,OVERCAST,True,False,True,True,DMC_OFFICER,2,1,0,779,False,INFRASTRUCTURE,235232,False,2,2,5
INC-2021-1094,2021-02-20T06:06:59.000Z,Kegalle,Sabaragamuwa,WET,7.388722,80.28452,Flood,1,LOW,711,0,0,0,Rescue Teams|Dry Rations|Boats|Tarpaulins,86,RESOLVED,DMC_OFFICER,MOBILE_APP,TAMIL,FOG,True,False,False,False,,0,0,0,0,False,AGRICULTURAL,0,False,2,6,5
INC-2021-0330,2021-02-21T04:27:08.000Z,Kandy,Central,HILL,7.294517,80.543199,Drought,2,MEDIUM,299,0,0,0,Livestock Feed|Water Tankers|Medical Kits|Dry Rations,252,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,OVERCAST,True,False,False,False,,3,2,1,0,False,NONE,0,False,2,4,6
INC-2021-0198,2021-02-21T12:30:38.000Z,Vavuniya,Northern,EAST_NORTH,8.823117,80.532209,Flood,2,MEDIUM,1675,0,0,0,Dry Rations|Medical Kits|Boats,48,RESOLVED,SENSOR,SMS,ENGLISH,FOG,False,False,False,False,,2,1,0,0,False,NONE,0,False,2,12,6
INC-2021-0384,2021-02-26T06:21:38.000Z,Gampaha,Western,WET,7.07225,79.957654,Building Collapse,2,MEDIUM,6371,0,0,0,Excavators,63,RESOLVED,VOLUNTEER,WEB_DASHBOARD,SINHALA,PARTLY_CLOUDY,True,False,False,True,LOCAL_AUTHORITY,1,2,1,0,False,MIXED,3997269,False,2,6,4
INC-2021-0184,2021-02-27T22:34:24.000Z,Anuradhapura,NorthCentral,DRY,8.392941,80.374747,Flash Flood,2,MEDIUM,162,0,0,0,Medical Kits|Rescue Teams|Dry Rations|Water Pumps,176,RESOLVED,CITIZEN,PHONE_CALL,ENGLISH,FOG,False,False,False,False,,1,1,0,0,False,NONE,0,False,2,22,5
INC-2021-0625,2021-03-08T18:06:46.000Z,Mannar,Northern,EAST_NORTH,8.931844,80.027203,Flash Flood,2,MEDIUM,361,0,1,0,Rescue Teams,128,RESOLVED,CITIZEN,PHONE_CALL,ENGLISH,RAINY,False,False,False,False,,0,0,0,0,False,RESIDENTIAL,137255,False,3,18,0
INC-2021-0554,2021-03-08T22:38:06.000Z,NuwaraEliya,Central,HILL,6.970662,80.891546,Landslide,2,MEDIUM,452,0,1,0,Rescue Teams|Ambulances|Dry Rations|Excavators,197,RESOLVED,CITIZEN,FIELD_REPORT,ENGLISH,SUNNY,True,False,False,False,,3,3,0,0,False,NONE,0,False,3,22,0
INC-2021-0950,2021-03-10T03:03:41.000Z,Galle,Southern,WET,6.12889,80.223494,Flood,2,MEDIUM,5267,0,0,0,Water Pumps|Rescue Teams,120,RESOLVED,DMC_OFFICER,MOBILE_APP,ENGLISH,RAINY,False,True,False,False,,3,4,0,0,False,NONE,0,False,3,3,2
INC-2021-0518,2021-03-10T12:20:52.000Z,Puttalam,NorthWestern,DRY,8.078041,80.009067,Flood,1,LOW,4761,0,0,0,Water Pumps|Tarpaulins|Rescue Teams,90,RESOLVED,VOLUNTEER,SMS,ENGLISH,FOG,False,True,True,True,VOLUNTEER,0,0,0,0,False,NONE,0,False,3,12,2
INC-2021-0748,2021-03-12T07:59:24.000Z,Trincomalee,Eastern,EAST_NORTH,8.437041,81.221896,Flood,2,MEDIUM,1050,0,0,0,Rescue Teams|Medical Kits,85,RESOLVED,DMC_OFFICER,MOBILE_APP,ENGLISH,RAINY,True,False,False,False,,0,0,0,0,False,NONE,0,False,3,7,4
INC-2021-1054,2021-03-13T19:15:19.000Z,Puttalam,NorthWestern,DRY,7.991011,80.004891,Flash Flood,2,MEDIUM,807,0,0,0,Water Pumps,71,RESOLVED,SENSOR,MOBILE_APP,SINHALA,OVERCAST,False,False,False,False,,2,2,0,0,False,NONE,0,False,3,19,5
INC-2021-0665,2021-03-15T02:22:15.000Z,Galle,Southern,WET,6.151421,80.257022,Flood,1,LOW,69,0,0,0,Boats|Medical Kits,87,RESOLVED,DMC_OFFICER,WEB_DASHBOARD,SINHALA,RAINY,False,False,False,True,LOCAL_AUTHORITY,0,0,0,0,False,INFRASTRUCTURE,0,False,3,2,0
