Incident_ID,Timestamp,District,Zone,Incident_Type,Severity_Level,Affected_Population,Casualties,Required_Resources,Response_Time_Mins,Status,Reported_By
INC-2025-0672,2025-07-11T22:02:46.313Z,Mannar,DRY,Animal Attack,1,8,2,Wildlife Officers|Veterinary Kits,31,RESOLVED,CITIZEN
INC-2021-0673,2021-08-23T08:08:37.595Z,Colombo,WET,Flood,1,337,0,Dry Rations|Medical Kits,61,RESOLVED,CITIZEN
INC-2018-0674,2018-12-29T19:24:32.449Z,Kalutara,WET,Flood,1,297,0,Dry Rations|Medical Kits,44,RESOLVED,SENSOR
INC-2022-0675,2022-07-26T20:27:42.982Z,Anuradhapura,DRY,Drought,1,6182,0,Water Bowsers|Dry Rations,1989,RESOLVED,OFFICER
INC-2023-0676,2023-10-27T05:07:28.783Z,Ampara,EAST_NORTH,High Winds/Cyclone,1,860,0,,51,RESOLVED,CITIZEN
INC-2018-0677,2018-12-20T20:00:08.672Z,Kandy,HILL,Forest Fire,1,0,0,Fire Trucks|Air Support,125,RESOLVED,OFFICER
INC-2019-0678,2019-08-31T06:02:12.823Z,Kandy,HILL,Landslide,4,1132,14,Boats|Rescue Teams|Dry Rations|Medical Kits,158,RESOLVED,SENSOR
INC-2022-0679,2022-08-07T20:43:14.136Z,Matara,WET,Flood,3,6894,0,Boats|Rescue Teams|Dry Rations|Medical Kits,76,RESOLVED,CITIZEN
INC-2022-0680,2022-07-20T05:38:35.377Z,Kurunegala,DRY,Drought,1,27010,0,Water Bowsers|Dry Rations,4039,RESOLVED,MEDIA
INC-2022-0681,2022-01-27T01:03:09.502Z,Trincomalee,EAST_NORTH,Flood,2,1592,0,Dry Rations|Medical Kits,66,RESOLVED,CITIZEN
INC-2019-0682,2019-12-15T15:13:47.663Z,Matara,WET,Flood,3,13338,0,Boats|Rescue Teams|Dry Rations|Medical Kits,103,RESOLVED,CITIZEN
INC-2022-0683,2022-12-27T19:40:04.894Z,Ratnapura,HILL,Flood,1,1446,0,Dry Rations|Medical Kits,31,RESOLVED,CITIZEN
INC-2021-0684,2021-04-28T06:20:19.267Z,Ratnapura,HILL,Animal Attack,1,3,1,Wildlife Officers|Veterinary Kits,70,RESOLVED,OFFICER
INC-2023-0685,2023-09-27T18:48:57.234Z,Vavuniya,DRY,Animal Attack,1,2,0,Wildlife Officers|Veterinary Kits,70,RESOLVED,SENSOR
INC-2022-0686,2022-12-20T03:35:42.168Z,Badulla,HILL,Flood,2,6084,0,Dry Rations|Medical Kits,98,RESOLVED,OFFICER
INC-2022-0687,2022-09-09T14:51:49.245Z,Vavuniya,DRY,High Winds/Cyclone,2,680,0,,104,RESOLVED,CITIZEN
INC-2020-0688,2020-01-06T02:31:51.937Z,Nuwara Eliya,HILL,Landslide,3,684,10,Boats|Rescue Teams|Dry Rations|Medical Kits,79,RESOLVED,CITIZEN
INC-2018-0689,2018-07-18T05:16:55.126Z,Kalutara,WET,High Winds/Cyclone,4,21536,8,,79,RESOLVED,CITIZEN
INC-2025-0690,2025-11-10T03:21:38.734Z,Hambantota,DRY,High Winds/Cyclone,2,2932,0,,61,RESOLVED,SENSOR
INC-2024-0691,2024-10-20T08:42:53.229Z,Kilinochchi,EAST_NORTH,High Winds/Cyclone,1,1292,0,,56,RESOLVED,CITIZEN
INC-2018-0692,2018-03-09T14:52:14.679Z,Colombo,WET,Flood,1,1284,0,Dry Rations|Medical Kits,86,RESOLVED,CITIZEN
INC-2018-0693,2018-11-23T02:42:21.908Z,Kilinochchi,EAST_NORTH,Drought,2,70170,0,Water Bowsers|Dry Rations,3366,RESOLVED,OFFICER
INC-2019-0694,2019-05-05T10:21:04.638Z,Matara,WET,Flood,5,35075,5,Boats|Rescue Teams|Dry Rations|Medical Kits,107,RESOLVED,CITIZEN
INC-2024-0695,2024-01-05T21:17:45.703Z,Kalutara,WET,High Winds/Cyclone,2,6124,0,,55,RESOLVED,CITIZEN
INC-2026-0696,2026-05-11T11:42:51.205Z,Colombo,WET,Flood,3,13329,0,Boats|Rescue Teams|Dry Rations|Medical Kits,76,RESOLVED,CITIZEN
INC-2024-0697,2024-07-30T05:27:11.876Z,Mannar,DRY,Drought,1,8026,0,Water Bowsers|Dry Rations,3297,RESOLVED,SENSOR
INC-2022-0698,2022-08-30T01:32:45.782Z,Matara,WET,Flood,5,3900,7,Boats|Rescue Teams|Dry Rations|Medical Kits,25,RESOLVED,CITIZEN
INC-2023-0699,2023-01-04T08:23:24.531Z,Kurunegala,DRY,Flood,3,10278,0,Boats|Rescue Teams|Dry Rations|Medical Kits,45,RESOLVED,CITIZEN
INC-2018-0700,2018-05-30T18:51:40.593Z,Kilinochchi,EAST_NORTH,High Winds/Cyclone,5,9500,10,,79,RESOLVED,CITIZEN
INC-2018-0701,2018-06-26T20:20:03.653Z,Ampara,EAST_NORTH,Drought,4,129660,0,Water Bowsers|Dry Rations,2193,RESOLVED,OFFICER
INC-2022-0702,2022-03-13T15:44:12.698Z,Mullaitivu,EAST_NORTH,Flood,2,1756,0,Dry Rations|Medical Kits,74,RESOLVED,SENSOR
INC-2023-0703,2023-11-09T11:29:28.214Z,Gampaha,WET,High Winds/Cyclone,3,12087,0,,120,RESOLVED,OFFICER
INC-2023-0704,2023-07-26T00:55:06.255Z,Matara,WET,Flood,2,5392,0,Dry Rations|Medical Kits,101,RESOLVED,OFFICER
INC-2023-0705,2023-10-21T09:19:30.157Z,Hambantota,DRY,Drought,2,96656,0,Water Bowsers|Dry Rations,1797,RESOLVED,CITIZEN
INC-2018-0706,2018-07-10T15:07:00.506Z,Galle,WET,Flood,3,10197,0,Boats|Rescue Teams|Dry Rations|Medical Kits,118,RESOLVED,CITIZEN
INC-2019-0707,2019-11-12T13:00:34.496Z,Nuwara Eliya,HILL,Flood,4,20320,3,Boats|Rescue Teams|Dry Rations|Medical Kits,89,RESOLVED,MEDIA
INC-2019-0708,2019-10-21T20:21:20.750Z,Kalutara,WET,Landslide,1,10,0,Dry Rations|Medical Kits,180,RESOLVED,MEDIA
INC-2020-0709,2020-03-17T11:32:36.191Z,Ratnapura,HILL,Landslide,1,172,0,Dry Rations|Medical Kits,123,RESOLVED,MEDIA
INC-2022-0710,2022-05-05T17:03:30.857Z,Gampaha,WET,High Winds/Cyclone,1,356,0,,46,RESOLVED,CITIZEN
INC-2018-0711,2018-03-13T10:50:22.842Z,Ampara,EAST_NORTH,Animal Attack,1,2,2,Wildlife Officers|Veterinary Kits,80,RESOLVED,CITIZEN
INC-2026-0712,2026-01-13T22:39:09.432Z,Kalutara,WET,Flood,4,1568,2,Boats|Rescue Teams|Dry Rations|Medical Kits,96,RESOLVED,CITIZEN
INC-2024-0713,2024-12-28T20:11:44.982Z,Kalutara,WET,Flood,2,6728,0,Dry Rations|Medical Kits,78,RESOLVED,SENSOR
INC-2023-0714,2023-06-18T21:12:02.457Z,Kandy,HILL,Landslide,4,48,6,Boats|Rescue Teams|Dry Rations|Medical Kits,143,RESOLVED,CITIZEN
INC-2019-0715,2019-03-19T00:27:52.096Z,Ratnapura,HILL,Landslide,1,183,0,Dry Rations|Medical Kits,51,RESOLVED,SENSOR
INC-2025-0716,2025-09-03T22:04:13.667Z,Matara,WET,Landslide,2,154,0,Dry Rations|Medical Kits,143,RESOLVED,CITIZEN
INC-2025-0717,2025-11-13T16:26:39.288Z,Trincomalee,EAST_NORTH,High Winds/Cyclone,5,24700,1,,56,RESOLVED,CITIZEN
INC-2024-0718,2024-12-19T14:36:49.503Z,Mannar,DRY,Animal Attack,1,7,0,Wildlife Officers|Veterinary Kits,58,RESOLVED,CITIZEN
INC-2023-0719,2023-06-30T00:18:57.703Z,Galle,WET,High Winds/Cyclone,1,688,0,,21,RESOLVED,OFFICER
INC-2018-0720,2018-12-29T00:55:44.933Z,Gampaha,WET,Flood,2,1728,0,Dry Rations|Medical Kits,62,RESOLVED,SENSOR
INC-2020-0721,2020-04-14T16:48:46.124Z,Gampaha,WET,Flood,2,5716,0,Dry Rations|Medical Kits,47,RESOLVED,OFFICER
INC-2020-0722,2020-09-06T10:55:26.696Z,Kalutara,WET,Flood,3,16101,0,Boats|Rescue Teams|Dry Rations|Medical Kits,37,RESOLVED,CITIZEN
INC-2023-0723,2023-12-05T01:43:28.801Z,Matale,HILL,Flood,3,3798,0,Boats|Rescue Teams|Dry Rations|Medical Kits,113,RESOLVED,CITIZEN
INC-2024-0724,2024-07-15T15:41:15.930Z,Kurunegala,DRY,Forest Fire,1,30,0,Fire Trucks|Air Support,171,RESOLVED,CITIZEN
INC-2021-0725,2021-05-15T06:11:37.393Z,Kalutara,WET,Flood,1,147,0,Dry Rations|Medical Kits,93,RESOLVED,CITIZEN
INC-2021-0726,2021-02-21T14:58:11.015Z,Ratnapura,HILL,Flood,2,2192,0,Dry Rations|Medical Kits,97,RESOLVED,SENSOR
INC-2025-0727,2025-09-26T04:00:51.206Z,Badulla,HILL,Flood,4,4208,5,Boats|Rescue Teams|Dry Rations|Medical Kits,74,RESOLVED,CITIZEN
INC-2021-0728,2021-08-24T17:12:27.769Z,Ratnapura,HILL,Landslide,1,116,0,Dry Rations|Medical Kits,165,RESOLVED,CITIZEN
INC-2020-0729,2020-02-08T09:06:34.595Z,Matale,HILL,Flood,2,6804,0,Dry Rations|Medical Kits,28,RESOLVED,CITIZEN
INC-2018-0730,2018-01-24T05:59:26.242Z,Batticaloa,EAST_NORTH,Flood,3,13473,0,Boats|Rescue Teams|Dry Rations|Medical Kits,71,RESOLVED,OFFICER
INC-2024-0731,2024-08-28T03:01:13.737Z,Ratnapura,HILL,Landslide,3,225,13,Boats|Rescue Teams|Dry Rations|Medical Kits,100,RESOLVED,CITIZEN
INC-2022-0732,2022-07-29T00:45:02.439Z,Ratnapura,HILL,Landslide,1,378,0,Dry Rations|Medical Kits,150,RESOLVED,CITIZEN
INC-2023-0733,2023-11-06T15:16:49.401Z,Kurunegala,DRY,Flood,1,999,0,Dry Rations|Medical Kits,58,RESOLVED,OFFICER
INC-2023-0734,2023-02-06T15:52:54.325Z,Kalutara,WET,Flood,4,8864,2,Boats|Rescue Teams|Dry Rations|Medical Kits,100,RESOLVED,SENSOR
INC-2019-0735,2019-10-25T02:56:18.300Z,Mannar,DRY,Drought,4,197484,0,Water Bowsers|Dry Rations,3386,RESOLVED,OFFICER
INC-2022-0736,2022-06-08T09:56:57.408Z,Kilinochchi,EAST_NORTH,Flood,3,13689,0,Boats|Rescue Teams|Dry Rations|Medical Kits,72,RESOLVED,OFFICER
INC-2024-0737,2024-04-03T08:09:34.946Z,Nuwara Eliya,HILL,High Winds/Cyclone,2,7580,0,,45,RESOLVED,CITIZEN
INC-2022-0738,2022-10-08T00:46:27.892Z,Badulla,HILL,High Winds/Cyclone,2,6936,0,,82,RESOLVED,CITIZEN
INC-2018-0739,2018-05-08T12:38:49.987Z,Kilinochchi,EAST_NORTH,Drought,2,46220,0,Water Bowsers|Dry Rations,1728,RESOLVED,CITIZEN
INC-2023-0740,2023-08-05T02:26:07.961Z,Kalutara,WET,Flood,3,10890,0,Boats|Rescue Teams|Dry Rations|Medical Kits,64,RESOLVED,CITIZEN
INC-2025-0741,2025-07-22T11:32:15.977Z,Kalutara,WET,Flood,3,6489,0,Boats|Rescue Teams|Dry Rations|Medical Kits,56,RESOLVED,CITIZEN
INC-2019-0742,2019-12-19T02:55:25.817Z,Kegalle,HILL,Animal Attack,1,3,1,Wildlife Officers|Veterinary Kits,78,RESOLVED,OFFICER
INC-2020-0743,2020-12-12T23:46:16.712Z,Mannar,DRY,Flood,3,11538,0,Boats|Rescue Teams|Dry Rations|Medical Kits,64,RESOLVED,CITIZEN
INC-2025-0744,2025-08-21T02:31:31.656Z,Galle,WET,Landslide,3,291,9,Boats|Rescue Teams|Dry Rations|Medical Kits,132,RESOLVED,CITIZEN
INC-2018-0745,2018-08-05T17:29:01.900Z,Matale,HILL,Flood,4,2144,5,Boats|Rescue Teams|Dry Rations|Medical Kits,63,RESOLVED,CITIZEN
INC-2025-0746,2025-11-11T09:45:48.745Z,Kurunegala,DRY,Drought,1,11343,0,Water Bowsers|Dry Rations,3027,RESOLVED,CITIZEN
INC-2021-0747,2021-08-16T02:08:57.733Z,Kurunegala,DRY,Drought,2,26676,0,Water Bowsers|Dry Rations,2832,RESOLVED,CITIZEN
INC-2022-0748,2022-02-20T00:10:19.812Z,Matale,HILL,Landslide,2,94,0,Dry Rations|Medical Kits,117,RESOLVED,CITIZEN
INC-2023-0749,2023-08-13T15:17:32.123Z,Batticaloa,EAST_NORTH,Drought,2,54812,0,Water Bowsers|Dry Rations,2816,RESOLVED,CITIZEN
INC-2020-0750,2020-09-24T11:24:37.549Z,Vavuniya,DRY,Drought,2,72378,0,Water Bowsers|Dry Rations,2579,RESOLVED,CITIZEN
INC-2025-0751,2025-07-24T12:24:19.689Z,Colombo,WET,Landslide,2,626,0,Dry Rations|Medical Kits,57,RESOLVED,CITIZEN
INC-2024-0752,2024-04-24T00:39:48.596Z,Kandy,HILL,Animal Attack,1,10,2,Wildlife Officers|Veterinary Kits,64,RESOLVED,OFFICER
INC-2025-0753,2025-10-04T05:53:14.183Z,Puttalam,DRY,Animal Attack,1,6,1,Wildlife Officers|Veterinary Kits,44,RESOLVED,OFFICER
INC-2024-0754,2024-01-14T16:10:41.561Z,Galle,WET,Flood,1,1401,0,Dry Rations|Medical Kits,42,RESOLVED,CITIZEN
INC-2023-0755,2023-11-13T16:35:42.799Z,Monaragala,DRY,Flood,3,6588,0,Boats|Rescue Teams|Dry Rations|Medical Kits,117,RESOLVED,MEDIA
INC-2021-0756,2021-07-15T08:54:19.724Z,Mullaitivu,EAST_NORTH,Forest Fire,1,64,0,Fire Trucks|Air Support,203,RESOLVED,CITIZEN
INC-2021-0757,2021-10-14T06:59:36.799Z,Trincomalee,EAST_NORTH,Drought,2,49326,0,Water Bowsers|Dry Rations,2647,RESOLVED,CITIZEN
INC-2020-0758,2020-07-31T20:11:19.192Z,Nuwara Eliya,HILL,Flood,2,2868,0,Dry Rations|Medical Kits,77,RESOLVED,CITIZEN
INC-2024-0759,2024-12-17T02:12:20.513Z,Gampaha,WET,High Winds/Cyclone,1,1897,0,,18,RESOLVED,OFFICER
INC-2018-0760,2018-03-22T06:35:04.237Z,Vavuniya,DRY,Flood,2,2096,0,Dry Rations|Medical Kits,39,RESOLVED,CITIZEN
INC-2025-0761,2025-01-07T02:28:05.544Z,Nuwara Eliya,HILL,Landslide,4,1192,14,Boats|Rescue Teams|Dry Rations|Medical Kits,160,RESOLVED,OFFICER
INC-2022-0762,2022-10-21T23:40:25.370Z,Kalutara,WET,Flood,1,1713,0,Dry Rations|Medical Kits,56,RESOLVED,SENSOR
INC-2020-0763,2020-02-18T00:35:42.895Z,Gampaha,WET,Animal Attack,1,8,0,Wildlife Officers|Veterinary Kits,64,RESOLVED,SENSOR
INC-2023-0764,2023-01-17T19:12:25.008Z,Hambantota,DRY,High Winds/Cyclone,2,6880,0,,103,RESOLVED,SENSOR
INC-2019-0765,2019-04-24T13:53:13.543Z,Matara,WET,Landslide,3,294,8,Boats|Rescue Teams|Dry Rations|Medical Kits,99,RESOLVED,CITIZEN
INC-2021-0766,2021-08-24T08:09:45.022Z,Kandy,HILL,Flood,3,16281,0,Boats|Rescue Teams|Dry Rations|Medical Kits,116,RESOLVED,CITIZEN
INC-2023-0767,2023-05-22T13:58:43.550Z,Kandy,HILL,Flood,4,31808,8,Boats|Rescue Teams|Dry Rations|Medical Kits,103,RESOLVED,SENSOR
INC-2024-0768,2024-04-17T04:08:35.189Z,Kegalle,HILL,Flood,2,1412,0,Dry Rations|Medical Kits,99,RESOLVED,OFFICER
INC-2021-0769,2021-05-26T05:14:52.021Z,Ampara,EAST_NORTH,Drought,3,118569,0,Water Bowsers|Dry Rations,2735,RESOLVED,OFFICER
INC-2020-0770,2020-11-10T10:05:20.225Z,Galle,WET,Animal Attack,1,6,2,Wildlife Officers|Veterinary Kits,78,RESOLVED,OFFICER
INC-2019-0771,2019-05-05T22:06:05.133Z,Colombo,WET,Flood,2,2352,0,Dry Rations|Medical Kits,24,RESOLVED,CITIZEN
INC-2024-0772,2024-03-22T14:22:03.523Z,Matale,HILL,Flood,2,952,0,Dry Rations|Medical Kits,50,RESOLVED,OFFICER
INC-2021-0773,2021-10-24T21:39:47.476Z,Matara,WET,Flood,2,552,0,Dry Rations|Medical Kits,72,RESOLVED,OFFICER
INC-2023-0774,2023-10-29T23:07:17.629Z,Kalutara,WET,Animal Attack,2,3,0,Wildlife Officers|Veterinary Kits,58,RESOLVED,CITIZEN
INC-2022-0775,2022-01-09T11:02:25.177Z,Gampaha,WET,Animal Attack,1,6,1,Wildlife Officers|Veterinary Kits,44,RESOLVED,CITIZEN
INC-2020-0776,2020-04-04T21:44:07.237Z,Nuwara Eliya,HILL,Flood,2,5232,0,Dry Rations|Medical Kits,51,RESOLVED,CITIZEN
INC-2021-0777,2021-08-16T05:03:33.270Z,Gampaha,WET,Flood,3,13770,0,Boats|Rescue Teams|Dry Rations|Medical Kits,67,RESOLVED,CITIZEN
INC-2019-0778,2019-12-04T23:11:06.276Z,Kurunegala,DRY,Flood,3,15912,0,Boats|Rescue Teams|Dry Rations|Medical Kits,93,RESOLVED,CITIZEN
INC-2018-0779,2018-09-27T03:15:03.738Z,Kalutara,WET,Flood,4,3568,1,Boats|Rescue Teams|Dry Rations|Medical Kits,95,RESOLVED,CITIZEN
INC-2024-0780,2024-06-21T19:37:26.990Z,Anuradhapura,DRY,Drought,3,74745,0,Water Bowsers|Dry Rations,1835,RESOLVED,CITIZEN
INC-2018-0781,2018-07-19T14:47:23.853Z,Polonnaruwa,DRY,Animal Attack,1,5,1,Wildlife Officers|Veterinary Kits,67,RESOLVED,CITIZEN
INC-2026-0782,2026-04-30T01:39:58.085Z,Batticaloa,EAST_NORTH,Drought,1,25582,0,Water Bowsers|Dry Rations,3894,RESOLVED,CITIZEN
INC-2019-0783,2019-09-25T01:38:25.204Z,Badulla,HILL,Landslide,3,858,0,Boats|Rescue Teams|Dry Rations|Medical Kits,165,RESOLVED,OFFICER
INC-2021-0784,2021-11-06T06:51:39.348Z,Anuradhapura,DRY,Drought,3,97467,0,Water Bowsers|Dry Rations,3546,RESOLVED,OFFICER
INC-2024-0785,2024-06-22T00:12:18.490Z,Kandy,HILL,Landslide,1,245,0,Dry Rations|Medical Kits,102,RESOLVED,CITIZEN
INC-2022-0786,2022-01-04T21:57:32.433Z,Hambantota,DRY,Animal Attack,1,4,2,Wildlife Officers|Veterinary Kits,53,RESOLVED,MEDIA
INC-2018-0787,2018-03-27T10:13:22.246Z,Nuwara Eliya,HILL,Landslide,3,510,14,Boats|Rescue Teams|Dry Rations|Medical Kits,70,RESOLVED,OFFICER
INC-2019-0788,2019-10-20T15:10:24.299Z,Matara,WET,Animal Attack,1,9,1,Wildlife Officers|Veterinary Kits,56,RESOLVED,CITIZEN
INC-2025-0789,2025-01-11T04:49:46.363Z,Kurunegala,DRY,Flood,1,965,0,Dry Rations|Medical Kits,63,RESOLVED,SENSOR
INC-2026-0790,2026-05-24T03:34:44.482Z,Anuradhapura,DRY,Drought,3,75159,0,Water Bowsers|Dry Rations,1523,IN_PROGRESS,CITIZEN
INC-2021-0791,2021-04-06T01:36:45.670Z,Colombo,WET,Flood,4,27408,2,Boats|Rescue Teams|Dry Rations|Medical Kits,22,RESOLVED,CITIZEN
INC-2020-0792,2020-04-17T15:02:54.450Z,Monaragala,DRY,Forest Fire,1,35,0,Fire Trucks|Air Support,231,RESOLVED,CITIZEN
INC-2019-0793,2019-03-17T00:27:53.591Z,Kalutara,WET,High Winds/Cyclone,1,406,0,,61,RESOLVED,CITIZEN
INC-2022-0794,2022-10-22T20:47:27.499Z,Colombo,WET,High Winds/Cyclone,4,2176,4,,110,RESOLVED,OFFICER
INC-2020-0795,2020-10-09T16:07:21.362Z,Polonnaruwa,DRY,Drought,3,43518,0,Water Bowsers|Dry Rations,3477,RESOLVED,CITIZEN
INC-2021-0796,2021-10-19T09:18:54.654Z,Monaragala,DRY,Flood,4,22368,0,Boats|Rescue Teams|Dry Rations|Medical Kits,83,RESOLVED,CITIZEN
INC-2021-0797,2021-08-21T13:34:35.256Z,Vavuniya,DRY,Animal Attack,2,4,2,Wildlife Officers|Veterinary Kits,79,RESOLVED,OFFICER
INC-2019-0798,2019-06-07T11:51:27.461Z,Kilinochchi,EAST_NORTH,Flood,1,1656,0,Dry Rations|Medical Kits,54,RESOLVED,OFFICER
INC-2020-0799,2020-11-05T21:02:14.001Z,Kegalle,HILL,Flood,5,5550,0,Boats|Rescue Teams|Dry Rations|Medical Kits,79,RESOLVED,CITIZEN
INC-2019-0800,2019-12-26T15:02:54.541Z,Ampara,EAST_NORTH,Flood,1,181,0,Dry Rations|Medical Kits,89,RESOLVED,CITIZEN
INC-2024-0801,2024-12-17T00:56:48.044Z,Polonnaruwa,DRY,Animal Attack,1,4,0,Wildlife Officers|Veterinary Kits,56,RESOLVED,SENSOR
INC-2018-0802,2018-01-23T23:49:45.114Z,Kandy,HILL,Flood,1,875,0,Dry Rations|Medical Kits,90,RESOLVED,CITIZEN
INC-2019-0803,2019-12-03T04:16:33.298Z,Ampara,EAST_NORTH,Flood,1,255,0,Dry Rations|Medical Kits,69,RESOLVED,CITIZEN
INC-2023-0804,2023-05-13T07:25:13.567Z,Trincomalee,EAST_NORTH,High Winds/Cyclone,3,8316,0,,56,RESOLVED,SENSOR
INC-2026-0805,2026-05-19T15:49:19.120Z,Puttalam,DRY,Drought,2,17818,0,Water Bowsers|Dry Rations,3039,RESOLVED,CITIZEN
INC-2019-0806,2019-06-23T06:17:58.866Z,Batticaloa,EAST_NORTH,Animal Attack,1,1,1,Wildlife Officers|Veterinary Kits,80,RESOLVED,OFFICER
INC-2018-0807,2018-12-30T20:56:12.926Z,Kegalle,HILL,Forest Fire,3,120,0,Fire Trucks|Air Support,71,RESOLVED,OFFICER
INC-2023-0808,2023-08-13T04:16:46.509Z,Nuwara Eliya,HILL,Flood,3,3573,0,Boats|Rescue Teams|Dry Rations|Medical Kits,68,RESOLVED,CITIZEN
INC-2021-0809,2021-01-21T08:24:05.774Z,Ampara,EAST_NORTH,High Winds/Cyclone,2,6444,0,,50,RESOLVED,CITIZEN
INC-2026-0810,2026-01-07T15:00:38.634Z,Ratnapura,HILL,Forest Fire,1,83,0,Fire Trucks|Air Support,240,RESOLVED,CITIZEN
INC-2025-0811,2025-08-19T21:01:34.477Z,Kurunegala,DRY,Forest Fire,2,190,0,Fire Trucks|Air Support,208,RESOLVED,CITIZEN
INC-2019-0812,2019-11-19T12:01:55.954Z,Colombo,WET,Flood,1,1685,0,Dry Rations|Medical Kits,78,RESOLVED,SENSOR
INC-2019-0813,2019-08-03T06:10:36.367Z,Trincomalee,EAST_NORTH,Drought,1,29010,0,Water Bowsers|Dry Rations,4182,RESOLVED,OFFICER
INC-2021-0814,2021-04-05T03:11:58.987Z,Mullaitivu,EAST_NORTH,Animal Attack,1,1,1,Wildlife Officers|Veterinary Kits,49,RESOLVED,CITIZEN
INC-2019-0815,2019-10-16T06:12:54.109Z,Kurunegala,DRY,Flood,2,6408,0,Dry Rations|Medical Kits,78,RESOLVED,MEDIA
INC-2019-0816,2019-11-12T16:17:21.584Z,Anuradhapura,DRY,Flood,3,5751,0,Boats|Rescue Teams|Dry Rations|Medical Kits,16,RESOLVED,OFFICER
INC-2020-0817,2020-07-21T19:20:32.847Z,Vavuniya,DRY,Drought,3,134628,0,Water Bowsers|Dry Rations,3457,RESOLVED,CITIZEN
INC-2023-0818,2023-07-06T17:29:00.959Z,Mullaitivu,EAST_NORTH,Drought,1,29426,0,Water Bowsers|Dry Rations,4190,RESOLVED,SENSOR
INC-2021-0819,2021-06-25T21:51:48.852Z,Galle,WET,Flood,3,13662,0,Boats|Rescue Teams|Dry Rations|Medical Kits,117,RESOLVED,OFFICER
INC-2024-0820,2024-08-02T20:04:52.026Z,Colombo,WET,Flood,3,8838,0,Boats|Rescue Teams|Dry Rations|Medical Kits,59,RESOLVED,CITIZEN
INC-2026-0821,2026-03-07T02:50:40.767Z,Hambantota,DRY,Drought,1,13600,0,Water Bowsers|Dry Rations,2833,RESOLVED,CITIZEN
INC-2019-0822,2019-09-14T01:11:42.463Z,Jaffna,EAST_NORTH,Forest Fire,2,126,0,Fire Trucks|Air Support,70,RESOLVED,SENSOR
INC-2020-0823,2020-03-29T18:03:01.057Z,Matara,WET,Landslide,2,500,0,Dry Rations|Medical Kits,46,RESOLVED,CITIZEN
INC-2018-0824,2018-07-04T13:43:34.985Z,Badulla,HILL,Landslide,2,650,0,Dry Rations|Medical Kits,70,RESOLVED,OFFICER
INC-2025-0825,2025-05-11T05:01:31.009Z,Kalutara,WET,Flood,1,878,0,Dry Rations|Medical Kits,116,RESOLVED,CITIZEN
INC-2021-0826,2021-08-13T17:35:47.359Z,Kandy,HILL,Flood,1,752,0,Dry Rations|Medical Kits,72,RESOLVED,CITIZEN
INC-2024-0827,2024-12-12T21:56:36.434Z,Nuwara Eliya,HILL,Landslide,1,408,0,Dry Rations|Medical Kits,39,RESOLVED,OFFICER
INC-2020-0828,2020-02-15T19:56:08.284Z,Mannar,DRY,Flood,3,15480,0,Boats|Rescue Teams|Dry Rations|Medical Kits,19,RESOLVED,CITIZEN
INC-2024-0829,2024-06-02T16:16:56.051Z,Kalutara,WET,High Winds/Cyclone,1,1513,0,,53,RESOLVED,SENSOR
INC-2025-0830,2025-08-22T13:04:01.375Z,Kegalle,HILL,Landslide,4,1560,12,Boats|Rescue Teams|Dry Rations|Medical Kits,112,RESOLVED,CITIZEN
INC-2022-0831,2022-12-16T20:33:41.413Z,Kurunegala,DRY,Flood,1,970,0,Dry Rations|Medical Kits,66,RESOLVED,CITIZEN
INC-2020-0832,2020-10-19T00:49:06.794Z,Kilinochchi,EAST_NORTH,Drought,2,54426,0,Water Bowsers|Dry Rations,1531,RESOLVED,CITIZEN
INC-2021-0833,2021-02-08T07:41:50.792Z,Colombo,WET,Animal Attack,2,6,2,Wildlife Officers|Veterinary Kits,88,RESOLVED,OFFICER
INC-2023-0834,2023-05-30T19:53:07.022Z,Monaragala,DRY,High Winds/Cyclone,1,529,0,,83,RESOLVED,CITIZEN
INC-2024-0835,2024-12-02T14:38:21.969Z,Galle,WET,Flood,2,7740,0,Dry Rations|Medical Kits,61,RESOLVED,CITIZEN
INC-2020-0836,2020-07-04T14:31:35.986Z,Anuradhapura,DRY,Drought,3,26919,0,Water Bowsers|Dry Rations,3960,RESOLVED,CITIZEN
INC-2021-0837,2021-06-23T05:02:55.679Z,Hambantota,DRY,Drought,1,46422,0,Water Bowsers|Dry Rations,4131,RESOLVED,SENSOR
INC-2022-0838,2022-02-10T06:21:13.084Z,Gampaha,WET,Flood,3,13410,0,Boats|Rescue Teams|Dry Rations|Medical Kits,102,RESOLVED,OFFICER
INC-2019-0839,2019-06-17T03:58:00.499Z,Galle,WET,Flood,3,6498,0,Boats|Rescue Teams|Dry Rations|Medical Kits,28,RESOLVED,OFFICER
INC-2023-0840,2023-03-04T16:04:43.149Z,Ampara,EAST_NORTH,Animal Attack,1,7,0,Wildlife Officers|Veterinary Kits,59,RESOLVED,SENSOR
INC-2025-0841,2025-10-30T14:13:41.489Z,Anuradhapura,DRY,Flood,4,2064,7,Boats|Rescue Teams|Dry Rations|Medical Kits,22,RESOLVED,CITIZEN
INC-2018-0842,2018-02-27T15:55:53.127Z,Mullaitivu,EAST_NORTH,High Winds/Cyclone,2,4368,0,,24,RESOLVED,OFFICER
INC-2026-0843,2026-04-12T04:02:29.727Z,Ampara,EAST_NORTH,Drought,3,22041,0,Water Bowsers|Dry Rations,1948,RESOLVED,CITIZEN
